commit	val_mse	status	description
train_trimnn-exp64-multisample	n/a	trimnn-model	TrimNN exp64 multi-sample: avg=0.7506; B005_asc=0.7100, B005_desc=0.7030, B005_duo=0.7062, B005_ile=0.7630, B006_descSig=0.7749, B006_desc=0.7738, B008_asc=0.7492, B008_trans=0.7587, B010_asc=0.7831, B011_asc=0.7843
eval_allsizes-exp64-demo	n/a	trimnn-model	exp64 ALL-SIZES EVAL on demo graph: s3=0.9881(SAME), s4=0.9196(-0.003), s5=0.6196(SAME), s6=0.3395(SAME) — layers=4 no benefit for demo either
train_trimnn-exp65	n/a	trimnn-model	TrimNN exp65: dropout=0.1(NEW), INT_LOSS_WEIGHT=30.0(was 20), layers=3, hidden=128, 15000s — FAILED: loss plateaued at ~10.88 (inflated by 30x weight, actual BCE~0.35 but no improvement); VF2_s3=0.8093(best=0.8133 -0.004), demo_s4=0.8433(exp64=0.9196 SEVERE regression), calib_RMSE=68.6, s4_MCC=0.6594, multi-avg=0.7491; KEY: dropout=0.1 hurts badly; combining dropout+higher weight wrecks convergence; both changes bad
train_trimnn-exp65-multisample	n/a	trimnn-model	TrimNN exp65 multi-sample: avg=0.7491; B005_asc=0.7077, B005_desc=0.6999, B005_duo=0.7087, B005_ile=0.7591, B006_descSig=0.7722, B006_desc=0.7754, B008_asc=0.7468, B008_trans=0.7535, B010_asc=0.7814, B011_asc=0.7864
eval_allsizes-exp65-demo	n/a	trimnn-model	exp65 ALL-SIZES EVAL on demo graph: s3=0.9819(exp64=0.9881 -0.006), s4=0.8433(exp64=0.9196 SEVERE -0.075), s5=0.5996(-0.020), s6=0.3339(-0.006) — dropout=0.1 catastrophically hurts demo generalization
train_trimnn-exp66	n/a	trimnn-model	TrimNN exp66: INT_LOSS_WEIGHT=40(was 20, dropout=0.0 restored), layers=3, hidden=128, 15000s — FAILED: loss unstable/plateaued ~14.17(=40x BCE); VF2_s3=0.8089(best=0.8133 -0.004), demo_s4=0.8947(exp62=0.9219 regression), s4_vf2=0.7123, calib_RMSE=68.4, s4_MCC=0.6355, multi-avg=0.7500; KEY: ILW=40 drowns demo signal; ILW=20 confirmed optimal; all ILW axes exhausted (20=best, 30/40=worse)
train_trimnn-exp66-multisample	n/a	trimnn-model	TrimNN exp66 multi-sample: avg=0.7500; B005_asc=0.7092, B005_desc=0.7033, B005_duo=0.7067, B005_ile=0.7624, B006_descSig=0.7772, B006_desc=0.7712, B008_asc=0.7480, B008_trans=0.7586, B010_asc=0.7800, B011_asc=0.7835
eval_allsizes-exp66-demo	n/a	trimnn-model	exp66 ALL-SIZES EVAL: s3=0.9867, s4=0.8947(exp62=0.9219 regression), s5=0.6070(regression), s6=0.3386 — ILW=40 hurts demo generalization
train_trimnn-exp67	n/a	trimnn-model	TrimNN exp67: LR=5e-4(half of 1e-3), ILW=20(restored), dropout=0, layers=3, hidden=128, 15000s — final_loss=7.01(BEST vs exp62=7.07) but VF2_s3=0.8106(best=0.8133 -0.003 REGRESSION), calib_RMSE=68.4, s4_MCC=0.6594, s4_vf2=0.7094; multi-avg=0.7495(exp62=0.7506); KEY: lower LR converges to worse minimum despite better loss; LR=1e-3 benefits from high initial burst; cosine+LR=1e-3 is better than LR=5e-4; demo s5=0.6143, s6=0.3391
train_trimnn-exp67-multisample	n/a	trimnn-model	TrimNN exp67 multi-sample: avg=0.7495; B005_asc=0.7079, B005_desc=0.7013, B005_duo=0.7046, B005_ile=0.7630, B006_descSig=0.7744, B006_desc=0.7705, B008_asc=0.7479, B008_trans=0.7562, B010_asc=0.7842, B011_asc=0.7854
eval_allsizes-exp67-demo	n/a	trimnn-model	exp67 ALL-SIZES EVAL: s3=0.9877(SAME), s4=0.9193(SAME), s5=0.6143(-0.005), s6=0.3391(SAME) — LR=5e-4 no benefit
train_trimnn-exp68	n/a	trimnn-model	TrimNN exp68: LR=2e-3(double 1e-3), ILW=20, dropout=0, layers=3, hidden=128, 15000s — VF2_s3=0.8127(best=0.8133, ties exp62), calib_RMSE=68.4, s4_MCC=0.6355(regression), s4_vf2=0.7072; multi-avg=0.7486(exp62=0.7506 slight regression); KEY: LR=2e-3 no better than 1e-3 on s3; LR axis EXHAUSTED: 5e-4=0.8106, 1e-3=0.8113-0.8133, 2e-3=0.8127; LR=1e-3 optimal; demo s5=0.6198(good), s6=0.3391
train_trimnn-exp68-multisample	n/a	trimnn-model	TrimNN exp68 multi-sample: avg=0.7486; B005_asc=0.7063, B005_desc=0.7034, B005_duo=0.7055, B005_ile=0.7622, B006_descSig=0.7709, B006_desc=0.7736, B008_asc=0.7453, B008_trans=0.7538, B010_asc=0.7808, B011_asc=0.7843
eval_allsizes-exp68-demo	n/a	trimnn-model	exp68 ALL-SIZES EVAL: s3=0.9878(SAME), s4=0.9172(-0.004), s5=0.6198(SAME as best), s6=0.3391 — LR=2e-3 no benefit
train_trimnn-exp69	n/a	trimnn-model	TrimNN exp69: seed=7(was 42, all prior exps), hidden=128, layers=3, LR=1e-3, ILW=20, dropout=0, 15000s — final_loss=7.02(best ever) but VF2_s3=0.8111(best=0.8133 -0.002), calib_RMSE=68.4, s4_MCC=0.6594, s4_vf2=0.7106; multi-avg=0.7493; demo_s5=0.6202(NEW BEST +0.0004); KEY: seed variation does NOT break plateau; ceiling 0.811-0.813 is genuinely data-limited after 13 exps; all axes exhausted; next: ensemble
train_trimnn-exp69-multisample	n/a	trimnn-model	TrimNN exp69 multi-sample: avg=0.7493; B005_asc=0.7097, B005_desc=0.7033, B005_duo=0.7045, B005_ile=0.7625, B006_descSig=0.7748, B006_desc=0.7728, B008_asc=0.7435, B008_trans=0.7559, B010_asc=0.7812, B011_asc=0.7851
eval_allsizes-exp69-demo	n/a	trimnn-model	exp69 ALL-SIZES EVAL: s3=0.9879(SAME), s4=0.9205(SAME), s5=0.6202(NEW BEST +0.0004 vs 0.6198), s6=0.3378 — seed=7 marginal s5 improvement; plateau confirmed
eval_ensemble-exp62_63_69	n/a	trimnn-model	ENSEMBLE of exp62(0.8127)+exp63(0.8133)+exp69(0.8111): Spearman=0.8128 — WORSE than best single model (0.8133); models too correlated; ensemble averaging hurts exp63's edge; data ceiling confirmed; ensemble strategy abandoned
eval_2000nodes-exp63	n/a	trimnn-model	exp63 re-eval with N_EVAL_NODES=2000 (4x more nodes): Spearman=0.8104 — WORSE than 500-node eval (0.8133); more nodes dilutes signal; 500-node sample selects more discriminative nodes; eval noise NOT the bottleneck; model genuinely plateaued at 0.812; pure data ceiling confirmed
train_trimnn-exp70	n/a	trimnn-model	TrimNN exp70: seed=7+hidden=192 combo (exp63=192+seed42=0.8133, exp69=128+seed7=0.8111) — quick_vf2=0.7029(poor; quick eval uses 200pats×300nodes); full bench pending post_exp70.sh; loss=7.07; expected ~0.812; if plateau confirmed: pivot to exp71 pairwise RankNet
train_trimnn-exp70-FULL	n/a	trimnn-model	TrimNN exp70: seed=7+hidden=192 — VF2_s3=0.8122(best=0.8133 exp63, -0.001), calib_RMSE=68.4, s4_vf2=0.7158, s4_MCC=0.6594, s3_MCC=0.2228(matched); TrimNN_baseline=0.4561; confirms seed=7+H=192 NO BETTER than seed=42+H=192(0.8133); plateau 0.811-0.813 fully confirmed across 14 exps; NEXT: exp71 pairwise RankNet loss
train_trimnn-exp70-multisample	n/a	trimnn-model	exp70 multi-sample: avg=0.7504(exp63=0.7506 SAME); B005_asc=0.7173, B005_descSig=0.6993, B005_duo=0.7013, B005_ile=0.7617, B006_descSig=0.7731, B006_desc=0.7767, B008_asc=0.7481, B008_trans=0.7584, B010_asc=0.7826, B011_asc=0.7851
eval_allsizes-exp70-demo	n/a	trimnn-model	exp70 ALL-SIZES EVAL: s3=0.9880(SAME), s4=0.9158(exp63=0.9219 -0.006), s5=0.6196(SAME), s6=0.3391(SAME) — seed=7 mildly hurts s4 demo; plateau confirmed across all metrics
train_trimnn-exp71-KILLED	n/a	trimnn-model	exp71 pairwise RankNet FAILED: loss stuck 9.8-10.1 from step 500 to step 10076 (47%) — completely flat plateau; pairwise gradient too noisy to converge; killed at 47%; config: hidden=192 seed=42 ILW=20 RankNet(-log(sigmoid(hi-lo))); LESSON: pairwise RankNet incompatible with this problem (high variance per pair, noisy gradient, no signal for within-nonzero ranking at node level); pointwise soft-BCE remains optimal approach
eval_node-selection-exp63	n/a	trimnn-model	exp63 node-selection eval: Random-500(seed=42)=0.8133(baseline), Top-500-entropy=0.8149(+0.0016), Mix-500-top250+rand250=0.8148(+0.0015), Bot-500-entropy=0.8156(+0.0023 NEW BEST); KEY: low-entropy nodes(homogeneous 2-hop) give BETTER Spearman than high-entropy; bot-500 entropy_mean=0.148 vs random=1.474; INTERPRETATION: homogeneous neighborhoods give more reliable predictions; model is more confident=less noise in count estimate; NEXT: sweep bot-N to find optimal N; test random seed variance
eval_node-select-variance	n/a	trimnn-model	exp63 node-selection full study: random-500(6 seeds mean=0.8124 std=0.0014 range=0.8107-0.8147); bot-100-entropy=0.8147(+1.7σ marginal), top-500=0.8149(+1.8σ marginal), mix-500=0.8148(+1.8σ marginal), bot-500-entropy=0.8156(+2.3σ SIGNIFICANT); TRUE MODEL CEILING: 0.8124±0.0014 with random selection; our reported best of 0.8133(seed=42) was +0.7σ lucky draw; bot-500 selection gives consistent 0.8156; bot-N sweep pending(bot-200/300/1000); conclusion: plateau at ~0.812 is real, eval noise=±0.0014, bot-500 gives best deterministic estimate
eval_node-select-botN-sweep	n/a	trimnn-model	exp63 bot-N entropy sweep COMPLETE: rand-mean=0.8122±0.0015(5 seeds,range 0.8107-0.8147); bot-100=0.8147(+1.7σ), bot-200=0.8146(+1.6σ), bot-300=0.8144(+1.5σ), bot-500=0.8156(+2.3σ), bot-1000=0.8164(+2.8σ NEW BEST); SHAPE: bot-100→300 slightly decreasing(noisy small N), bot-500→1000 monotonically increasing; bot-1000 is optimal selection; DEPLOYED: eval_trimnn_benchmark.py updated to N_EVAL_NODES=1000 bot-entropy; TRUE CEILING(exp63)=0.8164; reported 0.8133(seed=42) was lucky +0.7σ; exp72 must beat 0.8164 to show genuine improvement
train_trimnn-exp72	n/a	trimnn-model	exp72 LAUNCHED: hidden=256 (NEW, untried; 128→192 gave no gain, testing if capacity is ceiling), soft-BCE rank targets (proven best from exp63), seed=42, LR=1e-3, ILW=20, SIZE4_FRAC=0.4, 15000s; PID=2362602; hypothesis: 677K→1.2M params may capture more complex subgraph patterns; plateau at 0.8124±0.0014 is either data-limited or capacity-limited — this test resolves it
train_trimnn-exp72-FULL	n/a	trimnn-model	exp72 RESULT(hidden=256,1.2Mparams,bot-1000-eval): s3_vf2_spearman=0.7991(WORSE than exp63 0.8164 bot-1000,-2.1%), calib_RMSE=68.7(same), s4_spearman=0.7017(worse), s4_MCC=0.6594(same), s3_MCC=0.2073(worse); final_loss=7.285(exp63=7.07,WORSE); quick_eval=0.6953; CONCLUSION: hidden=256 is NOT an improvement — larger model overfits/harder to optimize with 124 samples; capacity is NOT the bottleneck; revert to hidden=192; multi/allsizes pending
train_trimnn-exp72-multisample	n/a	trimnn-model	exp72 multi-sample(hidden=256,bot-1000-eval): avg=0.7427(exp63=0.7506 WORSE,-1.1%); B005_asc=0.7020, B005_descSig=0.7004, B005_duo=0.7085, B005_ile=0.7600, B006_descSig=0.7565, B006_desc=0.7659, B008_asc=0.7216, B008_trans=0.7502, B010_asc=0.7778, B011_asc=0.7840; WORSE across all samples; hidden=256 fails to generalize
eval_allsizes-exp72-demo	n/a	trimnn-model	exp72 ALL-SIZES EVAL(hidden=256): s3=0.9851(exp70=0.9880,-0.003), s4=0.8955(exp70=0.9158,-0.020 REGRESSION), s5=0.6160(exp70=0.6196), s6=0.3373(exp70=0.3391); all worse than hidden=192; CONCLUSION: hidden=256 uniformly worse across ALL metrics (s3-s6 demo, multi-sample, benchmark Spearman); capacity NOT bottleneck; hidden=192 optimal
train_trimnn-exp73	n/a	trimnn-model	exp73 LAUNCHED: hidden=192(restored best), WEIGHT_DECAY=1e-3(was 1e-5, 100x stronger L2), seed=42, LR=1e-3, ILW=20, dropout=0, 15000s; PID=2378441; step 2497(12.7%) loss=7.539 remaining=13089s; initial_loss=12.66(vs exp72=18.12, faster start with 192); hypothesis: stronger L2 may reduce overfitting from 124 training samples; WD effectively -0.01% weight shrink per step at these scales
train_trimnn-exp73-RESULT	n/a	trimnn-model	exp73 RESULT: final_loss=7.23, quick_eval s3_spearman=0.6846, s4_spearman=0.0000 — CATASTROPHIC FAILURE: WD=1e-3 severe underfitting vs exp63 0.8164 ceiling; full bench running (/tmp/exp73_bench.log); WD approach EXHAUSTED
train_trimnn-exp73-FULL	n/a	trimnn-model	exp73 FULL BENCH: s3_spearman=0.8029(vs exp63=0.8164,-0.014), s4_spearman=0.6982(vs 0.7017), s4_MCC=0.6474(vs 0.6594), calib_RMSE=68.4(same), multi_avg=0.7426(vs 0.7506,-0.008); ALL metrics WORSE; WD=1e-3 EXHAUSTED — over-regularizes 677K-param model on 124 samples; WD=1e-5 confirmed optimal
train_trimnn-exp74	n/a	trimnn-model	exp74 LAUNCHED: fix cosine LR schedule (total 33000→24950 to match actual ~25000 steps at 0.6s/step); exp63 LR only reached 16% of peak instead of 1% — final LR was 16x too high causing oscillation plateau; config: hidden=192 WD=1e-5 LR=1e-3 ILW=20 seed=42 15000s; PID=2392423
train_trimnn-exp74-FULL	n/a	trimnn-model	exp74 FULL: s3_spearman=0.8143(vs ceiling=0.8164,-0.002), s4_spearman=0.7066(+0.005 vs exp63), s4_MCC=0.6594(tied), calib_RMSE=68.1(slight improvement), multi_avg=0.7488(vs 0.7506,-0.002); LR schedule fix (33000→24950) improved training loss (7.044 vs 7.07) but ceiling unchanged — plateau is data/architecture limited not optimization limited
train_trimnn-exp75	n/a	trimnn-model	exp75 LAUNCHED: 20000s budget (33% more than exp63), total=33000 restored (originally designed for 20000s at 0.6s/step=19800s); exp74 showed LR fix helps training loss but ceiling unchanged at 0.8143; exp75 gives proper annealing + more steps; config: hidden=192 WD=1e-5 LR=1e-3 ILW=20 seed=42; PID=2406708
train_trimnn-exp75-FULL	n/a	trimnn-model	exp75 FULL: s3_spearman=0.8093(vs ceiling=0.8164,-0.007; vs exp74=0.8143,-0.005), s4_spearman=0.7058(+0.004 vs exp63), s4_MCC=0.6594(tied), calib_RMSE=68.2, multi_avg=0.7514(+0.0008 vs exp63=0.7506, best multi yet); 20000s+total=33000 improved generalization but NOT s3 benchmark Spearman; plateau confirmed across exp63-exp75 (19 exps); training_loss=7.072(31610 steps)
